Année;Type de secteur;Mission;Code Programme;Programme;Code Externe Objectif;Libellé Objectif;Ordre Ind;Code Externe Indicateur;Libellé Indicateur;Facteur de performance;Code Interne Sous Indicateur;Libellé Sous Indicateur;Cotation;Unité;Cible;Exécution;Atteinte de la cible;commentaire
2024.0;Programme;Recherche et enseignement supérieur;192.0;Recherche et enseignement supérieur en matière économique et industrielle;P192-1;Optimiser la valorisation de la recherche et développer l'efficience des formations des écoles du programme;5475.0;P192-1-3;Nombre d'élèves en formation d'ingénieurs au GENES et au GMT;Usager;31292.0;GMT;;Nb;11759.0;11293.0;amélioration;
2024.0;Programme;Enseignement scolaire;139.0;Enseignement privé du premier et du second degrés;P139-3;Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire;3545.0;P139-3-2;Taux d’emploi 6 mois après la sortie de formation selon le diplôme préparé;Citoyen;30686.0;Pour information : Taux d'emploi 6 mois après la sortie de formation des élèves de BTS n'ayant pas obtenu le diplôme;;%;;56.7;donnée non retenue;
2022.0;Programme;Direction de l'action du Gouvernement;129.0;Coordination du travail gouvernemental;P129-7;Optimiser le coût et la gestion des fonctions support;2190.0;P129-7-2;Efficience de la gestion immobilière;Contribuable;18132.0;Ratio entretien courant / SUB;NS;€/m²;61.15;55.09;absence amélioration;
2024.0;Programme;Sécurités;152.0;Gendarmerie nationale;P152-6;Assurer la disponibilité des moyens aériens et leur conformité aux besoins opérationnels;100.0;P152-6-1;Taux de disponibilité des flottes d’hélicoptères de la gendarmerie nationale;Citoyen;31276.0;Taux de disponibilité des hélicoptères AS 350Ba;;%;;63.0;amélioration;
2023.0;Programme;Défense;178.0;Préparation et emploi des forces;P178-5;Assurer la préparation des forces dans les délais impartis pour permettre la montée en puissance maximale des capacités militaires prévues;1880.0;P178-5-2;Disponibilité des matériels par rapport aux exigences des contrats opérationnels;Citoyen;16519.0;Armée de l'air Avions de transport tactique (ATT);;%;73.0;;donnée non renseignée;
2023.0;Programme;Sécurités;176.0;Police nationale;P176-4;Renforcer l'efficacité dans la lutte contre l'insécurité routière;100.0;P176-4-1;Accidentologie, infractions et dépistages liés à l’alcoolémie;Citoyen;30791.0;Nombre de dépistages d'alcoolémie réalisés;;Nb;;462019.0;absence amélioration;
2023.0;Programme;Engagements financiers de l'État;344.0;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;P344-1;Assurer un versement efficient des aides aux collectivités territoriales,  groupements, établissements publics locaux et services départementaux d'incendie et de secours dans le cadre de la sortie des emprunts à risque;3160.0;P344-1-1;Part (en nombre) des rejets de virement;Contribuable;23974.0;Pourcentage des rejets de virement lors de la mise en paiement par l’Agence de Services et de Paiement de l’ensemble des aides;;%;0.0;0.0;cible atteinte;
2024.0;Programme;Prêts à des États étrangers;852.0;Prêts à des États étrangers pour consolidation de dettes envers la France;P852-1;Participer au rétablissement de la stabilité macroéconomique et à la création des conditions de la croissance des pays en développement;8250.0;P852-1-1;Pourcentage de pays dont la soutenabilité de la dette a été rétablie par l'initiative en faveur des pays pauvres très endettés;Citoyen;5154.0;Pourcentage de pays qui présentent un risque faible ou modéré de surendettement parmi les bénéficiaires de l'initiative Pays pauvres très endettés (PPTE) ayant franchi le point d’achèvement — restreint aux pays pour lesquels la France était l’un des cinq premiers créanciers;;%;46.0;50.0;cible atteinte;
2022.0;Programme;Avances à l'audiovisuel public;843.0;Radio France;P843-2;S'adresser au public le plus large dans un environnement numérique;7860.0;P843-2-1;Audience des antennes de Radio France;Citoyen;6395.0;- FIP;NS;%;;1.2;absence amélioration;
2023.0;Programme;Gestion des finances publiques;302.0;Facilitation et sécurisation des échanges;P302-3;Faire de la douane une administration moderne et innovante;100.0;P302-3-1;Faire de la donnée un outil central de la douane;Citoyen;30576.0;"Nombre de cas d'usage menés dans le cadre du projet ""valorisation des données"" déployés";;Nb;14.0;14.0;cible atteinte;
2022.0;Mission;Cohésion des territoires;;;MVA-2;Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues et pour les demandeurs aux ressources les plus faibles;940.0;MVA-2-1;Fluidité du parc de logements sociaux;Citoyen;20886.0;En zone C;NS;ratio;2.3;;donnée non renseignée;Non déterminé
2022.0;Programme;Recherche et enseignement supérieur;172.0;Recherches scientifiques et technologiques pluridisciplinaires;P172-1;Produire des connaissances scientifiques au meilleur niveau international;5210.0;P172-1-1;Production scientifique des opérateurs du programme;Citoyen;18019.0;Part de la production scientifique des opérateurs du programme dans l'espace France-Allemagne-Royaume-Uni;NS;%;13.1;;absence amélioration;
2024.0;Mission;Anciens combattants, mémoire et liens avec la Nation;;;MMB-1;Sensibiliser chaque classe d'âge à l'esprit de défense par une JDC de qualité et pour un coût maîtrisé;840.0;MMB-1-1;Taux de satisfaction des jeunes au regard de la JDC;Usager;15967.0;Impact de la JDC sur l'image des armées;;%;89.0;86.13;absence amélioration;
2022.0;Mission;Agriculture, alimentation, forêt et affaires rurales;;;MAC-1;Combiner la performance économique et environnementale des exploitations agricoles, des filières agroalimentaires et forestières;440.0;MAC-1-1;Concours publics à l'agriculture / Excédent brut d'exploitation des entreprises agricoles;Contribuable;25094.0;Concours publics à l'agriculture / Excédent brut d'exploitation des entreprises agricoles;NS;%;27.58;19.6;cible atteinte;
2023.0;Mission;Sécurités;;;MSB-1;(P176.1/P152.1) Évaluer objectivement la prévention de la délinquance;5970.0;MSB-1-1;Evolution du nombre de crimes et délits et de victimes en matière d'atteintes volontaires à l'intégrité physique (AVIP) constatés;Citoyen;24061.0;Nombre de victimes de violences physiques non crapuleuses et violences sexuelles;;Nb;;583858.0;absence amélioration;
2023.0;Mission;Sécurités;;;MSB-1;(P176.1/P152.1) Évaluer objectivement la prévention de la délinquance;5980.0;MSB-1-2;Evolution du nombre de crimes et délits en matière d'atteintes aux biens (AAB) constatés;Citoyen;24063.0;Nombre de crimes et délits en matière d'atteinte aux biens constatés;;Nb;;2025009.0;absence amélioration;
2024.0;Programme;Écologie, développement et mobilité durables;159.0;Expertise, information géographique et météorologie;P159-1;Veiller aux retombées collectives des activités techniques, scientifiques et économiques;2600.0;P159-1-2;Financement de l'établissement par des ressources propres;Contribuable;24955.0;Pourcentage de ressources propres dans le budget de Météo-France;;%;9.5;10.33;cible atteinte;
2022.0;Programme;Direction de l'action du Gouvernement;308.0;Protection des droits et libertés;P308-3;Optimiser la gestion des fonctions support;2300.0;P308-3-2;Efficience de la gestion immobilière;Contribuable;21037.0;Ratio SUN / poste de travail du CSA;NS;m²/poste de travail;14.0;13.0;cible atteinte;
2024.0;Programme;Aide publique au développement;209.0;Solidarité à l'égard des pays en développement;P209-1;Contribuer à la mise en oeuvre des ODD, en renforçant la composante bilatérale et en concentrant l'aide sur les pays prioritaires;760.0;P209-1-3;Part des crédits du programme et des taxes destinés à des pays prioritaires;Citoyen;25834.0;Part des crédits du programme et des taxes destinés à des pays prioritaires;;%;;25.0;donnée non retenue;
2022.0;Programme;Action extérieure de l'État;185.0;Diplomatie culturelle et d'influence;P185-1;Renforcer l'influence culturelle, linguistique et éducative de la France;170.0;P185-1-1;Présence de la culture et des idées françaises à l'étranger;Citoyen;25908.0;Taux de croissance du nombre d’abonnés aux réseaux sociaux gérés par le réseau culturel et de coopération;NS;%;5.0;38.0;cible atteinte;
2022.0;Programme;Recherche et enseignement supérieur;193.0;Recherche spatiale;P193-1;Intensifier le rayonnement international de la recherche et de la technologie spatiales françaises;5300.0;P193-1-1;Production scientifique des opérateurs du programme;Citoyen;643.0;Part française des publications de référence internationale liées à la recherche spatiale dans la production de l'Union européenne (UE 28);NS;%;12.8;;cible atteinte;Valeur estimée
2022.0;Programme;Recherche et enseignement supérieur;172.0;Recherches scientifiques et technologiques pluridisciplinaires;P172-3;Participer activement à la construction de l'Europe de la recherche;5250.0;P172-3-1;Présence des opérateurs du programme dans les projets financés par le PCRI de l'Union européenne;Citoyen;23038.0;Part de candidatures françaises dans l’ensemble des candidatures au PCRI;NS;%;7.8;;absence amélioration;
2024.0;Programme;Santé;204.0;Prévention, sécurité sanitaire et offre de soins;P204-1;Améliorer l'état de santé de la population et réduire les inégalités territoriales et sociales de santé;5870.0;P204-1-1;Taux de couverture vaccinale contre la grippe chez les personnes de 65 ans et plus;Citoyen;24050.0;Taux de couverture vaccinale contre la grippe chez les personnes de 65 ans et plus;;%;62.0;54.0;absence amélioration;
2024.0;Programme;Enseignement scolaire;139.0;Enseignement privé du premier et du second degrés;P139-3;Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire;3540.0;P139-3-1;Poursuite d'études des nouveaux bacheliers;Citoyen;16400.0;Pour information : Taux de poursuite des filles;Budget intégrant l'égalité Femmes-Hommes;%;;;donnée non renseignée;Non déterminé
2023.0;Programme;Action extérieure de l'État;151.0;Français à l'étranger et affaires consulaires;P151-1;Renforcer la qualité et l'efficience du service consulaire;1250.0;P151-1-2;Délais de traitement des documents administratifs et des demandes de titres;Usager;3212.0;2. Cartes nationales d'identité (réseau);;jours;18.0;16.0;cible atteinte;
2023.0;Programme;Immigration, asile et intégration;303.0;Immigration et asile;P303-1;Optimiser la prise en charge des demandeurs d'asile;4100.0;P303-1-2;Part des places occupées par des demandeurs d'asile et autres personnes autorisées;Contribuable;8364.0;Part des places occupées par des demandeurs d'asile et autres personnes autorisées;;%;84.0;79.0;amélioration;
2023.0;Mission;Publications officielles et information administrative;;;MXJ-1;Améliorer l'accès à l'information légale et administrative et l'offre de services aux usagers;7360.0;MXJ-1-1;Accès aux informations et aux démarches administratives;Usager;30747.0;"dont le nombre de visites sur le sous-domaine ""entreprendre.service-public.fr"" du site ""service-public.fr""";;millions;38.0;42.3;cible atteinte;
2022.0;Programme;Action extérieure de l'État;185.0;Diplomatie culturelle et d'influence;P185-2;Développer l'attractivité de la France;40.0;P185-2-1;Attractivité de l'enseignement supérieur et de la recherche;Citoyen;30308.0;Taux de réussite des Boursiers du Gouvernement Français;NS;%;97.0;94.7;absence amélioration;
2022.0;Programme;Enseignement scolaire;214.0;Soutien de la politique de l'éducation nationale;P214-2;Améliorer la qualité de la gestion des ressources humaines;3640.0;P214-2-4;Efficacité et efficience du remplacement des personnels enseignants des premier et second degrés public;Contribuable;8195.0;Enseignement scolaire public du second degré : Taux d'optimisation du potentiel de professeurs remplaçants;NS;%;92.0;91.4;absence amélioration;
2023.0;Programme;Aide publique au développement;209.0;Solidarité à l'égard des pays en développement;P209-3;Faire valoir les priorités stratégiques françaises dans l'aide publique acheminée par les canaux européens;800.0;P209-3-1;Part des versements du FED sur les priorités stratégiques françaises;Citoyen;30070.0;Part des versements du FED pour la stabilité internationale et réponse aux fragilités (sortie de crise, action d’urgence, FAV);;%;9.54;7.0;absence amélioration;
2024.0;Mission;Conseil et contrôle de l'État;;;MCA-2;Réduire les délais de jugement;1270.0;MCA-2-1;Délai moyen constaté de jugement des affaires devant le Conseil d’Etat, les cours administratives d’appel, les tribunaux administratifs et la Cour nationale du droit d’asile et délai prévisible moyen de jugement devant la Commission du contentieux du stationnement payant;Usager;31580.0;devant la Commission du contentieux du stationnement payant;;année;;;cible atteinte;
2024.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-1;Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants;3340.0;P141-1-7;Scolarisation des élèves du second degré en situation de handicap;Usager;17853.0;Pour information : Proportion d'élèves en situation de handicap parmi les élèves de LP;;%;;7.6;donnée non retenue;
